wav,words
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0495.wav,نامزدگی بھرے، وہی عقل استعمال نہ کر سکا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0496.wav,اس عالمی دن کے منانے کا مقصد معاشرتی رکاوٹوں کو دور کرنا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0497.wav,یہ اصلاحات خود ایک انقلاب تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0498.wav,کیا آپ کے علاقے میں ضروریاتِ زندگی کی اشیاء باآسانی میسر ہیں؟
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0499.wav,فیفاورلڈکپمیکسیکو ناک اٹبرازیل کوارٹرفائنل میں پہنچ گیا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0500.wav,لیکن جہاز سے چھلانگ ر اور شوٹ کھل کے وقفہ کے ان جسطرح زندہ کی فلم آپ کی آنکھوں کے سام چلتی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0501.wav,حکم چلتا تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0502.wav,میں چیزوں میں عجلت کرتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0503.wav,ہمارا کام پسند کرنے کا شکریہ! اپنے دوستوں سے بھی شیئر کریں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0504.wav,ہمیشہ تیار رہتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0505.wav,زونگ چھا گیا فور
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0506.wav,اور اس سلسلے میں جامعہ حکمت عملی بنائے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0507.wav,تضاد آ دمی کو بر باد کر تا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0508.wav,انکے پاس پاکستانی پاسپورٹ ہوتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0509.wav,اس کے ذریعے اپنے اور خاندان کی حفاظت بھی کروں گی
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0510.wav,جب ہمارے حکمران یہ بات سمجھ سکیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0511.wav,تحریک انصاف کے علی زیدی
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0512.wav,ان انتخابات میں بھی ایسا ہی ہوا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0513.wav,بندوق کے زور پر میرا استعفیٰ لینے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0514.wav,یورپ میں مزدوروں نے مختلف تحریکیں چلائیں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0515.wav,لاؤ
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0516.wav,کراچی استنبول نہ بن پایا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0517.wav,فلنٹریاں مارنی ہوں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0518.wav,اس کی تعبیر ہر کوئی اپنے فہم کے مطابق کر تا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0519.wav,دوسرے لوگوں سے فاصلہ رکھتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0520.wav,بے طلب قرض دوستاں کی طرح
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0521.wav,ابلاغ کے مختلف ذرائع سے، وہ اس کا اظہار کرتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0522.wav,اپنے کھانوں کی قیمت نہیں بڑھائی
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0523.wav,ادھر ایک حرف کہ کشتنی یہاں لاکھ عذر تھا گفتنی
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0524.wav,میں بھی ٹھیک۔ اور کیا کر رہے ہیں؟
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0525.wav,لاہور طلسماتی شہر ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0526.wav,دیکھو یہاں بستر لگادو
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0527.wav,ان ہنرمندوں کو جن کی یہ اختراع ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0528.wav,دل بہت کچھ جلا کے دیکھ لیا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0529.wav,جسے رحمت پر یقین ہے وہ امید کے چراغ ضرور جلا کر رکھے گا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0530.wav,سو پیکاں تھے پیوست گلو جب چھیڑی شوق کی لے ہم نے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0531.wav,حکومت اگر سمجھتی ہے کہ یہ پہلا اور آخری چیلنج ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0532.wav,آئے کچھ ابر کچھ شراب آئے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0533.wav,صبح پھوٹی تو وہ پہلو سے اٹھا آخر شب
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0534.wav,عدالت نے فیصلہ دیا کہ وہ قصوروار ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0535.wav,سیاسی خلا پیدا ہونے کو جارہا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0536.wav,ہو چکا عشق اب ہوس ہی سہی
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0537.wav,فلم یونٹ والوں کے حوصلے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0538.wav,مسئلہ کشمیر کے متعلق انہوں نے درست کہا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0539.wav,اور اللہ تعالیٰ کے احکام کی تنفیذ کا ذریعہ بھی ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0540.wav,سب پوچھیں تھے احوال جو کوئی درد کا مارا گزرے تھا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0541.wav,اور ایک ایسی بات جو آپ کو بہت پسند ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0542.wav,جیمز اینڈرسن ٹیسٹ کرکٹ کے کامیاب ترین فاسٹ بالر بن گئے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0543.wav,اُبلے ہوئے چاولوں کے علاوہ گروی رکھنے کے لیے کچھ بھی نہیں ہوتا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0544.wav,سب نے صرف اور صرف اپنی ذات کے لیئے سوچا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0545.wav,دل جوئی سے کام کرتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0546.wav,سیاسی حقوق کے مطالبات کوجائز قرار دیا گیا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0547.wav,نیپرا نے بجلی کی قیمت میں اضافے کا فیصلہ موخر کردیا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0548.wav,کوئی فیصلہ نہیں سنایا جائے گا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0549.wav,اس کا سفارشی کون ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0550.wav,اور ہم ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0551.wav,وہ خوش قسمت ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0552.wav,منیجر نے اپنے ایک ملازم سے پوچھا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0553.wav,آدھے سر کا درد یعنی دردِ شقیقہ کو انگریزی میں مائیگرین کہا جاتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0554.wav,اب یہ کچھ عرصے سے یہاں پہ تیندوا مشہور ہوگیاہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0555.wav,ان کا زمانہ خلافت بارہ سال کے عرصہ پر محیط ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0556.wav,قانون اپنی روح میں نفاذ کا متقاضی ہوتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0557.wav,جز وہم نہیں ہستیٔ اشیا مرے آگے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0558.wav,انگلش پریمیئر لیگ فٹبال مانچسٹریونائیٹڈ اور لیسسٹر سٹی کی ٹیمیں مدمقابل ہونگی
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0559.wav,اور اسے ایک سٹیگما سمجھا جاتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0560.wav,ذرا انتظار فرمائیے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0561.wav,کئی سال اس نسبتا تنگی میں گزر گئے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0562.wav,سپربائیک چیمپئن شپ مجموعی برتری پر برٹش رائیور کاقبضہ
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0563.wav,غربت کدے میں کس سے تری گفتگو کریں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0564.wav,تحریر ہو یا تقریر زبان کی اہمیت سے انکار نہیں کیا جا سکتا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0565.wav,یونیورسٹیوں کے اخراجات ہائیر ایجوکیشن کمیشن کی دی گئی گرانٹ سے پورے ہوتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0566.wav,ہت ھی اچھا لگا ان پارسی بہن بھائیوں کو دیکھ کر
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0567.wav,جو اگر ان کے خاندان سے نہ ہوں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0568.wav,کے بارے میں پتا چلا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0569.wav,باربار پروگرام ٹریڈنگ کے نقّاد جواخانہ موضوع چھیڑتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0570.wav,اک کھیل ہے اورنگ سلیماں مرے نزدیک
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0571.wav,پاکستان میں ابھی بھی ہے۔ملک کو ہیلتھ وزیٹر بھرتی کرنے پڑے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0572.wav,زیادہ نشستوں پر کامیابی حاصل کی
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0573.wav,وہ پلاسٹک ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0574.wav,کامن ویلتھ گیمز میں انگلینڈ کا چھ گولڈ میڈلز کیساتھ پہلی پوزیشن پر قبضہ برقرار
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0575.wav,"اور شائقین کو بھی ""نیا کپتان ، نیا جوش"" کے نعرے سے کچھ دنوں کے لیے بہلایا جاسکتا ہے ۔"
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0576.wav,مختلف مشروبات کا ذکر کرتے ہوئے شکر ادا کرتی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0577.wav,کے خلاف ایک سازش ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0578.wav,یہ دور کی باتیں ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0579.wav,دوسروں کی ضروریات کا اندازہ لگا لیتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0580.wav,یہاں کے جنت نظیر نظارے سیاح کو ساری زندگی یاد رہتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0581.wav,جماعت اسلامی تاریخی اعتبار سے بھی سب سے قدیم ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0582.wav,ایک معمولی تصحیح
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0583.wav,ایسا نہیں ہوا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0584.wav,کہ وہ اوتار یا آسمان سے اتری ہوئی کوئی مخلوق
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0585.wav,انسان کے اخلاقی تصورات زمان و مکان کے تابع ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0586.wav,نہ دوسری طرف۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0587.wav,اس سے ہم کیا نتیجہ اخذ کر سکتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0588.wav,ان کا نکاح قائم ہے یا باطل ہو گیا ہے؟
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0589.wav,اب شاید وہاں جوتوں کی دکان ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0590.wav,لیکن بات مزاج کی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0591.wav,روس کے ملک الشعراء “رسول ھمزہ توف“ کی خوبصورت نظم
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0592.wav,ٹام ناشتہ پکھا رہا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0593.wav,پھر کہہ دیا کہ تمھارے دل میں بستا ہے ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0594.wav,اس اصول کا اطلاق جدید اور قدیم، ہر فکرپر ہوتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0595.wav,اور ہماری عقل سے بڑھ کر
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0596.wav,اداکار عرفان خان اورسونالی بیندرے کے بعد
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0597.wav,پی ایس ایل سے انگلش کرکٹ کو فائدہ
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0598.wav,اسرائیل مغربی ایشیا کا ایک ملک ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0599.wav,نہ ساکھ کا کوئی پوچھنے والا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0600.wav,سفر نامے کا ابتدائی حصہ
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0601.wav,وہ سچ ہی نہیں جس کی کوئی مخالفت نہ کرے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0602.wav,: دنیا آج اسلام سے خوف زدہ ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0603.wav,ہمیں الوداع کیا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0604.wav,اسام سنگ نے اپنے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0605.wav,دو نمبر نکلی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0606.wav,ان سے اچھی غریبِ کی جھونپڑی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0607.wav,میں آپ سے ڈرتا نہیں ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0608.wav,تردید کر دی ہے ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0609.wav,اس سے تو بہتر ہے کہ مسلمان
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0610.wav,بلکہ یوں کہنا چاہیے کہ ان ہی کہانیوں نے ہمارے معاشرے کا رنگ بدل دیا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0611.wav,واپس آتا اورمیرا چکر بھی چوک کی طرف لگتا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0612.wav,مسحور کن خصوصی اثرات سے ناظرین بہت محظوظ ہوئے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0613.wav,معاملہ فہمی دکھائیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0614.wav,اس میں کیمرہ کی کچھ اچھی پوزیشن اور ترمیم کا استعمال کیا گیا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0615.wav,رویوں میں توازن رکھنے کو اعتدال کہتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0616.wav,دنیا میں آج کل کرپشن ایک موضوعی تصور بن چکی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0617.wav,، اسے انسان بھی بنائے گا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0618.wav,فتوی کس مسئلے میں ایک رائے ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0619.wav,محسوس کرتا ہوں کہ میری زندگی میں سمت کی کمی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0620.wav,ہم نہ شاعر نہ انقلابی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0621.wav,میٹھا آملیٹ تیار
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0622.wav,میں بھی ریلیز ہوئی
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0623.wav,کترینہ رنبیر کسی اور فلم میں ساتھ نہیں ہوں گے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0624.wav,سخاوت جو پہلے سے اٹھ چکا تھا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0625.wav,اس کو انا کا مسئلہ مے بناؤ
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0626.wav,انگلش پوری دنیا میں مقبولیت کی حامل ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0627.wav,نیا وزیر اعظم مختلف قسم کی چیز ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0628.wav,بلکہ سائنس دانوں کو ایک طویل ارضیاتی عمل کی ڈرامائی مشاہدی کا موقع میسر آرہا ہی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0629.wav,پر ہجوم تقریبات پسند نہیں کرتا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0630.wav,وہ اسی مسئلے پر گرینڈ ڈائیلاگ کی بات کر رہے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0631.wav,دوسرے الفاظ میں ہمیں ایک نئے بیانیے کی ضرورت تھی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0632.wav,اگر ایسے ہوتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0633.wav,وہ صرف تجربہ کر کی چیز ہے اور بتائی نہیں جاسک
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0634.wav,بات کرتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0635.wav,تو پھر کیا؟
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0636.wav,لیکن پچھلے سال ریلیز ہونے والی
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0637.wav,حقیقت میں نہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0638.wav,ملک میں بیروزگاری اور مفلسی کا دور دورہ ہو
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0639.wav,نہ عوام بدلتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0640.wav,قانون اور ضابطے کے مطابق کام ہوتے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0641.wav,مجھے ڈر رہتا ہے کے میں کچھ غلط کر دوں گا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0642.wav,غریب اور لاچار زیادہ مارے جاتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0643.wav,توجہ کا مرکز بننا پسند کرتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0644.wav,نہ ہی ون ڈے کا اچھا پلئیر
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0645.wav,حروف کی عدم حساسیت کی چھٹائی کریں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0646.wav,'بجا کہا کہ کئی ایک اچھے
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0647.wav,تو پھر اسے سب سے پہلے معاشرے کی تربیت کرنی چاہیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0648.wav,اورنیب کی کارروائیاں بھی جاری ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0649.wav,اگر یہ سازش ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0650.wav,وہ بیچارے غریب اور کمزور آدمی تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0651.wav,پاکستان سپر لیگ کا فائنل ٹیموں کو خوش مدید کہنے کے لئے شہر کی سڑکوں کوسجا دیا گیا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0652.wav,لیکن اس کو چھوڑئیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0653.wav,یہودیوں میں بہت سے لوگ لبرل ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0654.wav,اقتدار کی ہوس ختم ہی نہیں ہوتی
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0655.wav,سرفراز نے بلے بازوں کو شکست کا ذمہ دار قرار دے دیا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0656.wav,نہ کسی کو نشان حیدر ملا
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0657.wav,اور اسی لیے میں نے لکھا تھا کہ
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0658.wav,اپنا سفر شروع کرتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0659.wav,اس وقت کے سینئر جرنیل۔
/content/speechbrain/templates/speech_recognition/data/train/ur0004M0660.wav,جمال خشوگی… کیا کہیں؟
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0661.wav,اس کی چمک کو یکساں کر سکہ ہیں یا رنگ کے تفاوت میں اضافہ کر سکہ ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0662.wav,ان کے مطالعے کا دائرہ وسیع ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0663.wav,یہ بھی صریحا مذاق ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0664.wav,تو اسے بھاری قیمت چکانا پڑتی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0665.wav,مالی سال کے پہلے ماہ میں پاکستان نے ارب ڈالر قرض لیا
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0666.wav,زکوۃ کی ادئیگی نیکی کی تلقین اور برائی سے روکنا
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0667.wav,کانٹے سے آلووں کو پھینٹو
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0668.wav,ابوبکر جنتی ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0669.wav,اخبار رپورٹ کا آغاز اس طرح کر ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0670.wav,آئی بیکس کوہ ایلپس کا بکرا
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0671.wav,میں نے تمہیں پہچانا نہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0672.wav,کوئی نہ کوئی مسئلہ سامنے آتا رہا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0673.wav,وہ دنیا سے انمٹ حسین یادیں چھوڑ کر رخصت ہوا
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0674.wav,میرے اچھے تامل دوست نے مجھے ہر بات کی وضاحت کی
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0675.wav,قانونی فیصلہ صادر کرتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0676.wav,نفسیاتی جنگ کیسے جیتی جا سکتی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0677.wav,ہالی وڈ کی نئی تھری ڈی اینیمیٹیڈ کامیڈی فلم دی سیکرٹ لائف آف پیٹس نے نئے ریکارڈز قائم کر دیے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0678.wav,جو مصباح پر تنقید کرتے ہوئے ہر مرتبہ یہ بھول جاتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0679.wav,جب غیر مجازافراد سے صادر ہونے والے قانونی فیصلوں کو حکومتی سرپرستی کے بغیر نافذ کرنے کی کوشش کی جاتی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0680.wav,جو پاکستانی یورپ یا امریکا میں ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0681.wav,اقتصادی رابطہ کمیٹی نے پیاز کی برمد پر پابندی عائد کردی
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0682.wav,لن کے خلاف کرا ٹیسٹ میں بنائی تھی
/content/speechbrain/templates/speech_recognition/data/train/ur0005N0683.wav,سہ ملکی سیریز کا ٹائٹل پاکستان نے اسٹریلیا کو چھ وکٹوں سے ہرا کرجیت لیا
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0684.wav,خان صاحب ذرا امیگریشن سے فارغ ہولیں
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0685.wav,جب یہ مصیبت ٹلے گی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0686.wav,یہ خالصتا سویلین حکومت کا کام ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0687.wav,وسیم کے بعد رمیز بھی ڈب اسمیش کلب کے ممبر بن گئے
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0688.wav,ہم نہتے رہ گئے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0689.wav,کھانا کھانے کیفے آیا ہوا ہوں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0690.wav,یہ نیشنل ایکشن پلان کی ناکامی نہیں، کامیابی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0691.wav,اس سارے احتجاج کا استدلال سے بس اتنا ہی تعلق ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0692.wav,بارباڈوس
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0693.wav,ان کی زندگی ڈرامائی پیچ و خم سے بھری ہوئی دکھائی دیتی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0694.wav,حالانکہ ان میں چھلنی کوئی نہیں، سب چھاج ہی ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0695.wav,کشیدہ صورت حال میں مطمئن رہتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0696.wav,استاد ستون کے ساتھ ٹیک لگائے بیٹھا درس دے رہا تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0697.wav,آج بھی وہ اپنے جبلی اور فطری تقاضوں کا اسیر ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0698.wav,یہ تو ڈیمانڈ اور سپلائی کی بات ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0699.wav,ہم نے اپنے فرضوں کو پورا کیا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0700.wav,نوازشریف انسانی خرابیوں سے منزہ نہیں ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0701.wav,مائیکروسافٹ اپنے صارفین کو تلقین کرتا آیا ہے کہ جدید آپریٹنگ سسٹمز پر اپ گریڈ ہوجائیں
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0702.wav,کسی میاں بیوی کے مابین طلاق کے مألے میں کیا طلاق واقع ہوئی ہے یا نہیں ہوئی؟
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0703.wav,لوگوں پر چلاتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0704.wav,ختم ہونے کوجارہاہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0705.wav,ایک مضبوط حزب اختلاف سیاسی ارتقا کے لیے لازم ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0706.wav,قلعے یو اے ای میں ایک اور سیریز ہار گیا
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0707.wav,گیبون
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0708.wav,کسی کو ہار پہنانے کے لیے خوشبودار پھول استعمال ہوتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0709.wav,وہ جانتے ہیں کہ نواز شریف کو سیاسی عصبیت حاصل ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0710.wav,ایوانڈو
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0711.wav,سابقہ ادوار میں توانائی بحران سے معیشت کو بیحد نقصان ہوا شہباز شریف
